FacilityInspireId,reportingYear,AIR_Ammonia (NH3),AIR_Carbon dioxide (CO2),AIR_Carbon dioxide (CO2) excluding biomass,AIR_Carbon monoxide (CO),AIR_Chlorine and inorganic compounds (as HCl),AIR_Hydrochlorofluorocarbons (HCFCs),AIR_Mercury and compounds (as Hg),AIR_Methane (CH4),AIR_Nickel and compounds (as Ni),AIR_Nitrogen oxides (NOX),AIR_Nitrous oxide (N2O),AIR_Non-methane volatile organic compounds (NMVOC),AIR_Particulate matter (PM10),AIR_Sulphur oxides (SOX),AIR_Zinc and compounds (as Zn),WASTE_Disposal_HW,WASTE_Disposal_NONHW,WASTE_Recovery_HW,WASTE_Recovery_NONHW,countryName,facilityName,city,Longitude,Latitude,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,WATER_Arsenic and compounds (as As),WATER_Chlorides (as total Cl),WATER_Copper and compounds (as Cu),WATER_Fluorides (as total F),WATER_Lead and compounds (as Pb),WATER_Nickel and compounds (as Ni),WATER_Total nitrogen,WATER_Total organic carbon(as total C or COD/3) (TOC),WATER_Total phosphorus,WATER_Zinc and compounds (as Zn),TRANSFER_Nickel and compounds (as Ni),TRANSFER_Phenols (as total C),TRANSFER_Total nitrogen,TRANSFER_Total organic carbon(as total C or COD/3) (TOC),TRANSFER_Total phosphorus,TRANSFER_Zinc and compounds (as Zn)
AT.CAED/9008390306826.FACILITY,2010,,106000000.0,,,,,,,,,,,,,,,,6.5,,Austria,Mondi Neusiedler GmbH & Co KG,Kematen,14.753333,48.022778,6.0,Paper and wood production and processing,6(a),,,,,,,,476000.0,,,,,,,,
AT.CAED/9008390306826.FACILITY,2011,,102000000.0,,,,,,,,,,,,,,,,6.5,2250.0,Austria,Mondi Neusiedler GmbH & Co KG,Kematen,14.753333,48.022778,6.0,Paper and wood production and processing,6(a),,,,,,,,511000.0,,,,,,,,
AT.CAED/9008390306826.FACILITY,2012,,102000000.0,,,,,,,,,,,,,,,,5.6,2720.0,Austria,Mondi Neusiedler GmbH & Co KG,Kematen,14.753333,48.022778,6.0,Paper and wood production and processing,6(a),,,,,,,,466000.0,,,,,,,,
AT.CAED/9008390317211.FACILITY,2008,,107000000.0,,,,,,,,,,,,,,,,31.4,10800.0,Austria,Mondi Neusiedler GmbH & Co KG,Hausmening,14.82,48.07,6.0,Paper and wood production and processing,6(b),,,,,,,,614000.0,,,,,,,,
AT.CAED/9008390317211.FACILITY,2010,,104000000.0,,,,,,,,,,,,,,,,37.4,8760.0,Austria,Mondi Neusiedler GmbH & Co KG,Hausmening,14.82,48.07,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,500000.0,,
AT.CAED/9008390317211.FACILITY,2011,,101000000.0,,,,,,,,,,,,,,,,31.7,6020.0,Austria,Mondi Neusiedler GmbH & Co KG,Hausmening,14.82,48.07,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,515000.0,,
AT.CAED/9008390317211.FACILITY,2012,,103000000.0,,,,,,,,,,,,,,,,34.0,5420.0,Austria,Mondi Neusiedler GmbH & Co KG,Hausmening,14.82,48.07,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,621000.0,,
AT.CAED/9008390392737.FACILITY,2021,,,,,,,,,,,,113000.0,,,,2500.0,,603.25,,Austria,Nufarm GmbH & CO KG,Linz,14.336056,48.290944,4.0,Chemical industry,4(d),,,,,,,,,,,23.0,,,,,
AT.CAED/9008390396414.FACILITY,2007,,,,,,,,,,,,170000.0,,,,2000.0,82.8,79.7,27100.0,Austria,MAGNA STEYR Fahrzeugtechnik GmbH & Co KG,"Graz,07.Bez.:Liebenau",15.477778,47.019167,2.0,Production and processing of metals,2(f),,,,,,,,,,,,,,,,
AT.CAED/9008390396414.FACILITY,2008,,,,,,,,,,,,101000.0,,,,1630.0,,,,Austria,MAGNA STEYR Fahrzeugtechnik GmbH & Co KG,"Graz,07.Bez.:Liebenau",15.477778,47.019167,2.0,Production and processing of metals,2(f),,,,,,,,,,,,,,,,
AT.CAED/9008390396414.FACILITY,2018,,,,,,,,,,,,133000.0,,,,1240.0,2.13,986.0,9940.0,Austria,MAGNA STEYR Fahrzeugtechnik GmbH & Co KG,"Graz,07.Bez.:Liebenau",15.477778,47.019167,2.0,Production and processing of metals,2(f),,,,,,,,,,,,,,,,
AT.CAED/9008390396414.FACILITY,2019,,,,,,,,,,,,172000.0,,,,699.0,2.06,1550.0,8800.0,Austria,MAGNA STEYR Fahrzeugtechnik GmbH & Co KG,"Graz,07.Bez.:Liebenau",15.477778,47.019167,2.0,Production and processing of metals,2(f),,,,,,,,,,,,,,,,
AT.CAED/9008390396414.FACILITY,2020,,,,,,,,,,,,143000.0,,,,545.0,0.54,1290.0,6330.0,Austria,MAGNA STEYR Fahrzeugtechnik GmbH & Co KG,"Graz,07.Bez.:Liebenau",15.477778,47.019167,2.0,Production and processing of metals,2(f),,,,,,,,,,,,,,,,
AT.CAED/9008390396414.FACILITY,2021,,,,,,,,,,,,133000.0,,,,548.0,3.93,1640.0,6640.0,Austria,MAGNA STEYR Fahrzeugtechnik GmbH & Co KG,"Graz,07.Bez.:Liebenau",15.477778,47.019167,2.0,Production and processing of metals,2(f),,,,,,,,,,,,,,,,
AT.CAED/9008390396414.FACILITY,2022,,,,,,,,,,,,141000.0,,,,493.0,2.97,1600.0,6350.0,Austria,MAGNA STEYR Fahrzeugtechnik GmbH & Co KG,"Graz,07.Bez.:Liebenau",15.477778,47.019167,2.0,Production and processing of metals,2(f),,,,,,,,,,,,,,,,
AT.CAED/9008390396414.FACILITY,2023,,,,,,,,,,,,132000.0,,,,448.0,1.9,1920.0,7050.0,Austria,MAGNA STEYR Fahrzeugtechnik GmbH & Co KG,"Graz,07.Bez.:Liebenau",15.477778,47.019167,2.0,Production and processing of metals,2(f),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2007,,228000000.0,,,,,,,,311000.0,,,,,,,8610.0,,,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2008,,220000000.0,,,,,,,,333000.0,,,,,,,16700.0,,,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2009,,248000000.0,,,,,,,,356000.0,,,,,,,20500.0,,,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2010,,241000000.0,,,,,,,,363000.0,,,,,,,19900.0,,,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2011,,236000000.0,,,,,,,,369000.0,,,,,,,,,22700.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2012,,230000000.0,,,,,,,,377000.0,,,,,,,,,18900.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2013,,222000000.0,,,,,,,,329000.0,,,,,,,,,15300.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2014,,233000000.0,,,,,,,,377000.0,,,,,,,,,16600.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2015,,217000000.0,,,,,,,,364000.0,,279000.0,,,,,,,13100.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2016,,239000000.0,,,,,,,,232000.0,,289000.0,,,,,,,11300.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2017,,224000000.0,,,,,,,,226000.0,,258000.0,,,,,,,9830.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2018,,226000000.0,,,,,,,,210000.0,,261000.0,,,,,,,10300.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2019,,213000000.0,,,,,,,,180000.0,,260000.0,,,,,,,9740.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2020,,232000000.0,,,,,,,,194000.0,,342000.0,,,,,,,12900.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2021,,222000000.0,,,,,,,,203000.0,,361000.0,,,,,,,12000.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2022,,209000000.0,,,,,,,,209000.0,,291000.0,,,,,,,13300.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2023,,229000000.0,,,,,,,,205000.0,,258000.0,,,,,,,15500.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397176.FACILITY,2024,,250000000.0,,,,,,,,206000.0,,369000.0,,,,,,,17700.0,Austria,Fritz Egger GmbH & Co. OG,Unterradlberg,15.691833,48.259556,6.0,Paper and wood production and processing,6(b),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2007,,329000000.0,,,,,,,,,,,,,,5.34,,6.5,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2008,,333000000.0,,,,,,,,,,,,,,1.69,,6.0,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2009,,259000000.0,,,,,,,,,,,,,,3.77,,4.5,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2010,,340000000.0,,,,,,,,,,,,,,4.57,,0.6,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2011,,336000000.0,,,,,,,,,,,,,,4.0,,6.5,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2012,,303000000.0,,,,,,,,,,,,,,6.28,,6.02,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2013,,371000000.0,,,,,,,,,,,,,,21.2,,16.7,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2014,,370000000.0,,,,,,,,,,,,,,0.043,,10.6,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2015,,366000000.0,,,,,,,,,,,,,,8.53,,5.86,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2016,,362000000.0,,,,,,,,,,,,,,15.7,,14.7,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2017,,346000000.0,,,,,,,,,,,,,,0.049,,7.11,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2018,,274000000.0,,,,,,,,,,,,,,27.2,,12.1,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2019,,304000000.0,,,,,,,,,,,,,,0.017,,6.48,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2020,,291000000.0,,,,,,,,,,,,,,1.27,,5.19,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2021,,318000000.0,,,,,,,,,,,,,,16.3,,8.64,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2022,,330000000.0,,,,,,,,,,,,,,2.25,,6.68,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2023,,314000000.0,,,,,,,,,,,,,,0.957,,5.8,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390397220.FACILITY,2024,,311000000.0,,,,,,,,,,,,,,0.0201,,9.0,,Austria,voestalpine Stahl GmbH,Klaus an der Pyhrnbahn,14.159778,47.807083,3.0,Mineral industry,3(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2007,,,,,,,,,,,,185000.0,,,,402.0,,,9380.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2008,,,,,,,,,,,,246000.0,,,,205.0,,,,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2009,,,,,,,,,,,,190000.0,,,,240.0,,,7640.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2010,,,,,,,,,,,,171000.0,,,,,,177.0,6440.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2011,,,,,,,,,,,,218000.0,,,,,,189.0,7640.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2012,,,,,,,,,,,,128000.0,,,,,,176.0,6880.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2013,,,,,,,,,,,,150000.0,,,,,,161.0,6210.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2014,,,,,,,,,,,,112000.0,,,,,,205.0,5890.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2015,,,,,,,,,,,,103000.0,,,,,,176.0,5710.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2016,,,,,,,,,,,,163000.0,,,,,,170.0,6390.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2017,,,,,,,,,,,,159000.0,,,,,,194.0,6700.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2018,,,,,,,,,,,,132000.0,,,,,,253.0,6320.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2019,,,,,,,,,,,,125000.0,,,,,,272.0,5970.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2020,,,,,,,,,,,,175000.0,,,,,,248.0,6010.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2021,,,,,,,,,,,,150000.0,,,,,,252.0,5560.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2022,,,,,,,,,,,,181000.0,,,,,,284.0,5970.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2023,,,,,,,,,,,,178000.0,,,,,,241.0,5490.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390398050.FACILITY,2024,,,,,,,,,,,,189000.0,,,,,,260.0,5010.0,Austria,GPI Graz GmbH,"Graz,16.Bez.:Straßgang",15.409,47.038,9.0,Other activities,9(c),,,,,,,,,,,,,,,,
AT.CAED/9008390402368.FACILITY,2007,,159000000.0,,,,,,,,,,,,179000.0,,20.9,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,510.0,,,,490000.0,699000.0,,1020.0,,,,,,
AT.CAED/9008390402368.FACILITY,2008,,173000000.0,,,,,,,,,,,,,,12.6,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,459.0,,,278.0,320000.0,351000.0,,712.0,,,,,,
AT.CAED/9008390402368.FACILITY,2009,,174000000.0,,,,,,,,,,,,,,34.9,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,171.0,,,106.0,134000.0,208000.0,,239.0,,,,,,
AT.CAED/9008390402368.FACILITY,2010,,198000000.0,,,,,,,,,,,,557000.0,,25.2,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,212.0,,,91.0,170000.0,261000.0,,406.0,,,,,,
AT.CAED/9008390402368.FACILITY,2011,,246000000.0,,,,,,,,,,,,,,37.6,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,162.0,,,79.8,171000.0,331000.0,,466.0,,,,,,
AT.CAED/9008390402368.FACILITY,2012,,258000000.0,,,,,,,,,,,,175000.0,,20.3,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,,,,62.2,144000.0,240000.0,,563.0,,,,,,
AT.CAED/9008390402368.FACILITY,2013,,241000000.0,,,,,,,,105000.0,,,,,,17.7,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,165.0,,,52.3,188000.0,190000.0,,327.0,,,,,,
AT.CAED/9008390402368.FACILITY,2014,,256000000.0,,,,,,,,107000.0,,,,,,28.7,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,530.0,,,80.9,121000.0,192000.0,,,,,,,,
AT.CAED/9008390402368.FACILITY,2015,,279000000.0,,,,,,,,107000.0,,,,,,29.8,,,3490.0,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,348.0,,,174.0,162000.0,294000.0,5140.0,164.0,,,,,,
AT.CAED/9008390402368.FACILITY,2016,,261000000.0,,,,,,,,131000.0,,,,,,29.7,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,74.1,,,148.0,192000.0,270000.0,5980.0,379.0,,,,,,
AT.CAED/9008390402368.FACILITY,2017,,266000000.0,,,,,,,,132000.0,,,,,,52.1,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,,,,52.6,252000.0,208000.0,6340.0,315.0,,,,,,
AT.CAED/9008390402368.FACILITY,2018,,276000000.0,,,,,,,,128000.0,,,,,,29.8,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,,,,59.1,224000.0,234000.0,7730.0,500.0,,,,,,
AT.CAED/9008390402368.FACILITY,2019,,286000000.0,,,,,,,,128000.0,,,,,,36.3,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,256.0,,,94.0,176000.0,239000.0,6020.0,436.0,,,,,,
AT.CAED/9008390402368.FACILITY,2020,,298000000.0,,,,,,,,128000.0,,,,,,24.7,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,406.0,,,88.6,194000.0,222000.0,5560.0,507.0,,,,,,
AT.CAED/9008390402368.FACILITY,2021,,310000000.0,,,,,,,,134000.0,,,,,,36.4,,,2110.0,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,220.0,,,114.0,254000.0,231000.0,5790.0,283.0,,,,,,
AT.CAED/9008390402368.FACILITY,2022,,283000000.0,,,,,,,,125000.0,,,,,,36.3,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,247.0,,,97.3,183000.0,217000.0,,212.0,,,,,,
AT.CAED/9008390402368.FACILITY,2023,,205000000.0,,,,,,,,,,,,,,72.6,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,,,,82.1,182000.0,168000.0,,420.0,,,,,,
AT.CAED/9008390402368.FACILITY,2024,,209000000.0,,,,,,,,,,,,,,38.1,,,,Austria,Jungbunzlauer Austria AG,Wulzeshofen,16.278111,48.721222,8.0,Animal and vegetable products from the food and beverage sector,8(b),,,191.0,,,71.2,200000.0,178000.0,,,,,,,,
AT.CAED/9008390404355.FACILITY,2007,,294000000.0,,,,,,,,382000.0,,,,,,54.4,,,,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,436000.0,,,,,,,,
AT.CAED/9008390404355.FACILITY,2008,,221000000.0,,,,,,,,376000.0,,,,,,15.4,,,,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,438000.0,,763.0,,,,,,
AT.CAED/9008390404355.FACILITY,2009,,279000000.0,,,,,,,,256000.0,,,,,,26.3,,,,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,421000.0,,,,,,,,
AT.CAED/9008390404355.FACILITY,2010,,286000000.0,,,,,,,,342000.0,,,,,,28.9,2320.0,,,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,335000.0,,587.0,,,,,,
AT.CAED/9008390404355.FACILITY,2011,,286000000.0,,,,,,,,322000.0,,,,,,55.1,2980.0,,,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,335000.0,,,,,,,,
AT.CAED/9008390404355.FACILITY,2012,,274000000.0,,,,,,,,287000.0,,,,,,31.9,3680.0,,,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,389000.0,,,,,,,,
AT.CAED/9008390404355.FACILITY,2013,,241000000.0,,,,,,,,221000.0,,,,,,39.3,12000.0,,,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,361000.0,,,,,,,,
AT.CAED/9008390404355.FACILITY,2014,,265000000.0,,,,,,,,221000.0,,,,,,,,41.9,,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,410000.0,,,,,,,,
AT.CAED/9008390404355.FACILITY,2015,,263000000.0,,,,,,,,213000.0,,,,,,,,40.9,6260.0,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,379000.0,,,,,,,,
AT.CAED/9008390404355.FACILITY,2016,,251000000.0,,,,,,,,234000.0,,,,,,,,26.4,4320.0,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,371000.0,,,,,,,,
AT.CAED/9008390404355.FACILITY,2017,,285000000.0,,,,,,,,281000.0,,,,,,,,32.7,,Austria,Norske Skog Bruck GmbH,Berndorf,15.277111,47.416861,6.0,Paper and wood production and processing,6(b),,,,,,,,344000.0,,,,,,,,
